jugador_x;jugador_y;bala1_x;bala1_y;bala2_x;bala2_y;salto;movimiento
88;300;636;310;40;174;0;derecha
86;300;633;310;40;176;0;derecha
84;300;630;310;40;178;0;derecha
82;300;627;310;40;180;0;derecha
80;300;624;310;40;182;0;derecha
78;300;621;310;40;184;0;derecha
76;300;618;310;40;186;0;derecha
74;300;615;310;40;188;0;derecha
72;300;612;310;40;190;0;derecha
70;300;609;310;40;192;0;derecha
68;300;606;310;40;194;0;derecha
66;300;603;310;40;196;0;derecha
64;300;600;310;40;198;0;derecha
62;300;597;310;40;200;0;derecha
60;300;594;310;40;202;0;derecha
58;300;591;310;40;204;0;derecha
56;300;588;310;40;206;0;derecha
54;300;585;310;40;208;0;derecha
52;300;582;310;40;210;0;derecha
50;300;579;310;40;212;0;derecha
48;300;576;310;40;214;0;derecha
46;300;573;310;40;216;0;derecha
44;300;570;310;40;218;0;derecha
42;300;567;310;40;220;0;derecha
40;300;564;310;40;222;0;derecha
38;300;561;310;40;224;0;derecha
36;300;558;310;40;226;0;derecha
34;300;555;310;40;228;0;derecha
32;300;552;310;40;230;0;derecha
70;300;525;310;40;248;0;derecha
90;300;522;310;40;250;0;derecha
110;300;519;310;40;252;0;derecha
130;300;516;310;40;254;0;derecha
130;300;513;310;40;256;0;derecha
130;300;510;310;40;258;0;derecha
130;300;507;310;40;260;0;derecha
130;300;504;310;40;262;0;derecha
130;300;501;310;40;264;0;derecha
130;300;498;310;40;266;0;derecha
128;300;495;310;40;268;0;derecha
126;300;492;310;40;270;0;derecha
124;300;489;310;40;272;0;derecha
122;300;486;310;40;274;0;derecha
120;300;483;310;40;276;0;derecha
118;300;480;310;40;278;0;derecha
116;300;477;310;40;280;0;derecha
114;300;474;310;40;282;0;derecha
112;300;471;310;40;284;0;derecha
110;300;468;310;40;286;0;derecha
108;300;465;310;40;288;0;derecha
106;300;462;310;40;290;0;derecha
104;300;459;310;40;292;0;derecha
102;300;456;310;40;294;0;derecha
100;300;453;310;40;296;0;derecha
98;300;450;310;40;298;0;derecha
96;300;447;310;40;300;0;derecha
94;300;444;310;40;302;0;derecha
92;300;441;310;40;304;0;derecha
90;300;438;310;40;306;0;derecha
88;300;435;310;40;308;0;derecha
86;300;432;310;40;310;0;derecha
84;300;429;310;40;312;0;derecha
82;300;426;310;40;314;0;derecha
80;300;423;310;40;316;0;derecha
78;300;420;310;40;318;0;derecha
76;300;417;310;40;320;0;derecha
74;300;414;310;40;322;0;derecha
72;300;411;310;40;324;0;derecha
70;300;408;310;40;326;0;derecha
68;300;405;310;40;328;0;derecha
66;300;402;310;40;330;0;derecha
64;300;399;310;40;332;0;derecha
62;300;396;310;40;334;0;derecha
60;300;393;310;40;336;0;derecha
58;300;390;310;40;338;0;derecha
56;300;387;310;40;340;0;derecha
54;300;384;310;40;342;0;derecha
